Industry,Category,Keyword,Count,NUM WORDS IN INDUSTRY,Normalized Word Count (Percent of Total Words in Industry)
Technology: Software & Databases,SOCIAL ISSUES,sexual harassment,0,257078,0
Technology: Software & Databases,SOCIAL ISSUES,racial harassment,0,257078,0
Technology: Software & Databases,SOCIAL ISSUES,wage,1,257078,0.00000388987000054458
Technology: Software & Databases,SOCIAL ISSUES,labor condition,0,257078,0
Technology: Software & Databases,SOCIAL ISSUES,child labor,0,257078,0
Technology: Software & Databases,SOCIAL ISSUES,working condition,0,257078,0
Technology: Software & Databases,SOCIAL ISSUES,employee relation,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,governance,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,board composition,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,board diversity,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,management divesity,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,company audits,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,executive compensation,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,misleading proxy,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,false proxy,0,257078,0
Technology: Software & Databases,CORPORATE GOVERNANCE,shareholder right,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,privacy,393,257078,0.00152871891021402
Technology: Software & Databases,DATA PRIVACY AND SECURITY,differential privacy,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,cybersecurity,14,257078,0.0000544581800076241
Technology: Software & Databases,DATA PRIVACY AND SECURITY,data breach,3,257078,0.0000116696100016337
Technology: Software & Databases,DATA PRIVACY AND SECURITY,security breach,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,biometric information privacy act,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,CCPA,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,Section 230,0,257078,0
Technology: Software & Databases,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,affordability,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,conflict mineral,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,corruption,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,fraud,46,257078,0.000178934020025051
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,Title XI,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,UDAP,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,6,257078,0.0000233392200032675
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,UDTP,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,negligence,3,257078,0.0000116696100016337
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,negligent,0,257078,0
Technology: Software & Databases,ETHICAL BUSINESS PRACTICES,false advertising,0,257078,0
Technology: Software & Databases,MISINFORMATION AND CENSORSHIP,misinformation,0,257078,0
Technology: Software & Databases,MISINFORMATION AND CENSORSHIP,censorship,0,257078,0
Technology: Software & Databases,SAFETY AND WORKING CONDITIONS,safety,15,257078,0.0000583480500081687
Technology: Software & Databases,SAFETY AND WORKING CONDITIONS,working condition,0,257078,0
Technology: Software & Databases,SAFETY AND WORKING CONDITIONS,labor condition,0,257078,0
Technology: Software & Databases,AI ETHICS AND BIAS,algorithm,11,257078,0.0000427885700059904
Technology: Software & Databases,AI ETHICS AND BIAS,algorithmic bias,0,257078,0
Technology: Software & Databases,AI ETHICS AND BIAS,artificial intelligence,1,257078,0.00000388987000054458
Technology: Software & Databases,AI ETHICS AND BIAS,machine learning,6,257078,0.0000233392200032675
Technology: Software & Databases,AI ETHICS AND BIAS,facial recognition,0,257078,0
Technology: Software & Databases,AI ETHICS AND BIAS,surveillance,3,257078,0.0000116696100016337
Technology: Software & Databases,AI ETHICS AND BIAS,biased algorithm,0,257078,0
Technology: Software & Databases,AI ETHICS AND BIAS,biased data,0,257078,0
Technology: Software & Databases,AI ETHICS AND BIAS,data bias,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,257078,0
Technology: Software & Databases,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,257078,0
Technology: Software & Databases,DIGITAL RIGHTS AND ACCESS,net neutrality,0,257078,0
Technology: Software & Databases,DIGITAL RIGHTS AND ACCESS,digital literacy,0,257078,0
Technology: Software & Databases,DIGITAL RIGHTS AND ACCESS,online privacy,32,257078,0.000124475840017427
Technology: Software & Databases,ANTITRUST AND COMPETITION,antitrust,56,257078,0.000217832720030497
Technology: Software & Databases,ANTITRUST AND COMPETITION,monopolies,11,257078,0.0000427885700059904
Technology: Software & Databases,ANTITRUST AND COMPETITION,market dominance,0,257078,0
Technology: Software & Databases,ANTITRUST AND COMPETITION,competition law,3,257078,0.0000116696100016337
Technology: Software & Databases,ANTITRUST AND COMPETITION,anti-competitive,2,257078,0.00000777974000108916
Technology: Software & Databases,ANTITRUST AND COMPETITION,anti competitive,0,257078,0
Technology: Software & Databases,ANTITRUST AND COMPETITION,market power,6,257078,0.0000233392200032675
Technology: Software & Databases,ANTITRUST AND COMPETITION,predatory pricing,0,257078,0
Technology: Software & Databases,ANTITRUST AND COMPETITION,vertical integration,8,257078,0.0000311189600043567
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,257078,0
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,5,257078,0.0000194493500027229
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,257078,0
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,257078,0
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,0,257078,0
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,257078,0
Technology: Software & Databases,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,257078,0
Technology,ENVIRONMENTAL ISSUES,environmental,8,1242754,0.00000643731583241736
Technology,ENVIRONMENTAL ISSUES,biodiversity,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,climate change,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,climate goal,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,emission,2,1242754,0.00000160932895810434
Technology,ENVIRONMENTAL ISSUES,sustainable,1,1242754,0.00000080466447905217
Technology,ENVIRONMENTAL ISSUES,greenhouse gas,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,water resource,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,marine resource,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,natural resource,6,1242754,0.00000482798687431302
Technology,ENVIRONMENTAL ISSUES,pollution,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,pollutant,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,pollute,0,1242754,0
Technology,ENVIRONMENTAL ISSUES,ecosystem,22,1242754,0.0000177026185391477
Technology,ENVIRONMENTAL ISSUES,carbon,1,1242754,0.00000080466447905217
Technology,ENVIRONMENTAL ISSUES,waste management,0,1242754,0
Technology,SOCIAL ISSUES,DEI,0,1242754,0
Technology,SOCIAL ISSUES,"diversity, equity and inclusion",0,1242754,0
Technology,SOCIAL ISSUES,diversity,21,1242754,0.0000168979540600956
Technology,SOCIAL ISSUES,forced labor,0,1242754,0
Technology,SOCIAL ISSUES,human right,0,1242754,0
Technology,SOCIAL ISSUES,right to,137,1242754,0.000110239033630147
Technology,SOCIAL ISSUES,community impact,0,1242754,0
Technology,SOCIAL ISSUES,Equal pay,0,1242754,0
Technology,SOCIAL ISSUES,discrimination,18,1242754,0.0000144839606229391
Technology,SOCIAL ISSUES,harassment,3,1242754,0.00000241399343715651
Technology,SOCIAL ISSUES,sexual harassment,0,1242754,0
Technology,SOCIAL ISSUES,racial harassment,0,1242754,0
Technology,SOCIAL ISSUES,wage,7,1242754,0.00000563265135336519
Technology,SOCIAL ISSUES,labor condition,0,1242754,0
Technology,SOCIAL ISSUES,child labor,0,1242754,0
Technology,SOCIAL ISSUES,working condition,0,1242754,0
Technology,SOCIAL ISSUES,employee relation,0,1242754,0
Technology,CORPORATE GOVERNANCE,governance,1,1242754,0.00000080466447905217
Technology,CORPORATE GOVERNANCE,board composition,0,1242754,0
Technology,CORPORATE GOVERNANCE,board diversity,0,1242754,0
Technology,CORPORATE GOVERNANCE,management divesity,0,1242754,0
Technology,CORPORATE GOVERNANCE,company audits,0,1242754,0
Technology,CORPORATE GOVERNANCE,executive compensation,0,1242754,0
Technology,CORPORATE GOVERNANCE,misleading proxy,0,1242754,0
Technology,CORPORATE GOVERNANCE,false proxy,0,1242754,0
Technology,CORPORATE GOVERNANCE,shareholder right,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,privacy,2753,1242754,0.00221524131083062
Technology,DATA PRIVACY AND SECURITY,differential privacy,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,cybersecurity,14,1242754,0.0000112653027067304
Technology,DATA PRIVACY AND SECURITY,data breach,17,1242754,0.0000136792961438869
Technology,DATA PRIVACY AND SECURITY,security breach,5,1242754,0.00000402332239526085
Technology,DATA PRIVACY AND SECURITY,biometric information privacy act,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,CCPA,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,Section 230,0,1242754,0
Technology,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,affordability,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,conflict mineral,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,corruption,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,fraud,248,1242754,0.000199556790804938
Technology,ETHICAL BUSINESS PRACTICES,Title XI,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,UDAP,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,40,1242754,0.0000321865791620868
Technology,ETHICAL BUSINESS PRACTICES,UDTP,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,1,1242754,0.00000080466447905217
Technology,ETHICAL BUSINESS PRACTICES,negligence,10,1242754,0.0000080466447905217
Technology,ETHICAL BUSINESS PRACTICES,negligent,0,1242754,0
Technology,ETHICAL BUSINESS PRACTICES,false advertising,3,1242754,0.00000241399343715651
Technology,MISINFORMATION AND CENSORSHIP,misinformation,0,1242754,0
Technology,MISINFORMATION AND CENSORSHIP,censorship,0,1242754,0
Technology,SAFETY AND WORKING CONDITIONS,safety,112,1242754,0.000090122421653843
Technology,SAFETY AND WORKING CONDITIONS,working condition,0,1242754,0
Technology,SAFETY AND WORKING CONDITIONS,labor condition,0,1242754,0
Technology,AI ETHICS AND BIAS,algorithm,47,1242754,0.000037819230515452
Technology,AI ETHICS AND BIAS,algorithmic bias,0,1242754,0
Technology,AI ETHICS AND BIAS,artificial intelligence,7,1242754,0.00000563265135336519
Technology,AI ETHICS AND BIAS,machine learning,8,1242754,0.00000643731583241736
Technology,AI ETHICS AND BIAS,facial recognition,13,1242754,0.0000104606382276782
Technology,AI ETHICS AND BIAS,surveillance,16,1242754,0.0000128746316648347
Technology,AI ETHICS AND BIAS,biased algorithm,0,1242754,0
Technology,AI ETHICS AND BIAS,biased data,0,1242754,0
Technology,AI ETHICS AND BIAS,data bias,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,2,1242754,0.00000160932895810434
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,1,1242754,0.00000080466447905217
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,1242754,0
Technology,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,1242754,0
Technology,DIGITAL RIGHTS AND ACCESS,net neutrality,3,1242754,0.00000241399343715651
Technology,DIGITAL RIGHTS AND ACCESS,digital literacy,0,1242754,0
Technology,DIGITAL RIGHTS AND ACCESS,online privacy,169,1242754,0.000135988296959817
Technology,ANTITRUST AND COMPETITION,antitrust,109,1242754,0.0000877084282166865
Technology,ANTITRUST AND COMPETITION,monopolies,22,1242754,0.0000177026185391477
Technology,ANTITRUST AND COMPETITION,market dominance,0,1242754,0
Technology,ANTITRUST AND COMPETITION,competition law,8,1242754,0.00000643731583241736
Technology,ANTITRUST AND COMPETITION,anti-competitive,2,1242754,0.00000160932895810434
Technology,ANTITRUST AND COMPETITION,anti competitive,0,1242754,0
Technology,ANTITRUST AND COMPETITION,market power,8,1242754,0.00000643731583241736
Technology,ANTITRUST AND COMPETITION,predatory pricing,1,1242754,0.00000080466447905217
Technology,ANTITRUST AND COMPETITION,vertical integration,8,1242754,0.00000643731583241736
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,1242754,0
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,28,1242754,0.0000225306054134607
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,1242754,0
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,1242754,0
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,2,1242754,0.00000160932895810434
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,1242754,0
Technology,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,1242754,0
Energy,ENVIRONMENTAL ISSUES,environmental,2,104395,0.0000191580056516117
Energy,ENVIRONMENTAL ISSUES,biodiversity,0,104395,0
Energy,ENVIRONMENTAL ISSUES,climate change,0,104395,0
Energy,ENVIRONMENTAL ISSUES,climate goal,0,104395,0
Energy,ENVIRONMENTAL ISSUES,emission,9,104395,0.0000862110254322525
Energy,ENVIRONMENTAL ISSUES,sustainable,5,104395,0.0000478950141290292
Energy,ENVIRONMENTAL ISSUES,greenhouse gas,0,104395,0
Energy,ENVIRONMENTAL ISSUES,water resource,0,104395,0
Energy,ENVIRONMENTAL ISSUES,marine resource,0,104395,0
Energy,ENVIRONMENTAL ISSUES,natural resource,0,104395,0
Energy,ENVIRONMENTAL ISSUES,pollution,0,104395,0
Energy,ENVIRONMENTAL ISSUES,pollutant,0,104395,0
Energy,ENVIRONMENTAL ISSUES,pollute,0,104395,0
Energy,ENVIRONMENTAL ISSUES,ecosystem,2,104395,0.0000191580056516117
Energy,ENVIRONMENTAL ISSUES,carbon,9,104395,0.0000862110254322525
Energy,ENVIRONMENTAL ISSUES,waste management,0,104395,0
Energy,SOCIAL ISSUES,DEI,0,104395,0
Energy,SOCIAL ISSUES,"diversity, equity and inclusion",0,104395,0
Energy,SOCIAL ISSUES,diversity,0,104395,0
Energy,SOCIAL ISSUES,forced labor,0,104395,0
Energy,SOCIAL ISSUES,human right,0,104395,0
Energy,SOCIAL ISSUES,right to,13,104395,0.000124527036735476
Energy,SOCIAL ISSUES,community impact,0,104395,0
Energy,SOCIAL ISSUES,Equal pay,0,104395,0
Energy,SOCIAL ISSUES,discrimination,5,104395,0.0000478950141290292
Energy,SOCIAL ISSUES,harassment,0,104395,0
Energy,SOCIAL ISSUES,sexual harassment,0,104395,0
Energy,SOCIAL ISSUES,racial harassment,0,104395,0
Energy,SOCIAL ISSUES,wage,0,104395,0
Energy,SOCIAL ISSUES,labor condition,0,104395,0
Energy,SOCIAL ISSUES,child labor,0,104395,0
Energy,SOCIAL ISSUES,working condition,0,104395,0
Energy,SOCIAL ISSUES,employee relation,0,104395,0
Energy,CORPORATE GOVERNANCE,governance,0,104395,0
Energy,CORPORATE GOVERNANCE,board composition,0,104395,0
Energy,CORPORATE GOVERNANCE,board diversity,0,104395,0
Energy,CORPORATE GOVERNANCE,management divesity,0,104395,0
Energy,CORPORATE GOVERNANCE,company audits,0,104395,0
Energy,CORPORATE GOVERNANCE,executive compensation,0,104395,0
Energy,CORPORATE GOVERNANCE,misleading proxy,0,104395,0
Energy,CORPORATE GOVERNANCE,false proxy,0,104395,0
Energy,CORPORATE GOVERNANCE,shareholder right,0,104395,0
Energy,DATA PRIVACY AND SECURITY,privacy,3,104395,0.0000287370084774175
Energy,DATA PRIVACY AND SECURITY,differential privacy,0,104395,0
Energy,DATA PRIVACY AND SECURITY,cybersecurity,0,104395,0
Energy,DATA PRIVACY AND SECURITY,data breach,1,104395,0.00000957900282580583
Energy,DATA PRIVACY AND SECURITY,security breach,0,104395,0
Energy,DATA PRIVACY AND SECURITY,biometric information privacy act,0,104395,0
Energy,DATA PRIVACY AND SECURITY,CCPA,0,104395,0
Energy,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,104395,0
Energy,DATA PRIVACY AND SECURITY,Section 230,0,104395,0
Energy,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,affordability,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,conflict mineral,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,corruption,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,fraud,15,104395,0.000143685042387088
Energy,ETHICAL BUSINESS PRACTICES,Title XI,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,UDAP,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,UDTP,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,negligence,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,negligent,0,104395,0
Energy,ETHICAL BUSINESS PRACTICES,false advertising,0,104395,0
Energy,MISINFORMATION AND CENSORSHIP,misinformation,0,104395,0
Energy,MISINFORMATION AND CENSORSHIP,censorship,0,104395,0
Energy,SAFETY AND WORKING CONDITIONS,safety,2,104395,0.0000191580056516117
Energy,SAFETY AND WORKING CONDITIONS,working condition,0,104395,0
Energy,SAFETY AND WORKING CONDITIONS,labor condition,0,104395,0
Energy,AI ETHICS AND BIAS,algorithm,10,104395,0.0000957900282580583
Energy,AI ETHICS AND BIAS,algorithmic bias,0,104395,0
Energy,AI ETHICS AND BIAS,artificial intelligence,1,104395,0.00000957900282580583
Energy,AI ETHICS AND BIAS,machine learning,6,104395,0.000057474016954835
Energy,AI ETHICS AND BIAS,facial recognition,0,104395,0
Energy,AI ETHICS AND BIAS,surveillance,0,104395,0
Energy,AI ETHICS AND BIAS,biased algorithm,0,104395,0
Energy,AI ETHICS AND BIAS,biased data,0,104395,0
Energy,AI ETHICS AND BIAS,data bias,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,104395,0
Energy,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,104395,0
Energy,DIGITAL RIGHTS AND ACCESS,net neutrality,0,104395,0
Energy,DIGITAL RIGHTS AND ACCESS,digital literacy,0,104395,0
Energy,DIGITAL RIGHTS AND ACCESS,online privacy,0,104395,0
Energy,ANTITRUST AND COMPETITION,antitrust,48,104395,0.00045979213563868
Energy,ANTITRUST AND COMPETITION,monopolies,11,104395,0.000105369031083864
Energy,ANTITRUST AND COMPETITION,market dominance,0,104395,0
Energy,ANTITRUST AND COMPETITION,competition law,3,104395,0.0000287370084774175
Energy,ANTITRUST AND COMPETITION,anti-competitive,2,104395,0.0000191580056516117
Energy,ANTITRUST AND COMPETITION,anti competitive,0,104395,0
Energy,ANTITRUST AND COMPETITION,market power,6,104395,0.000057474016954835
Energy,ANTITRUST AND COMPETITION,predatory pricing,0,104395,0
Energy,ANTITRUST AND COMPETITION,vertical integration,8,104395,0.0000766320226064467
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,104395,0
Energy,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,104395,0
Technology: Hardware,ENVIRONMENTAL ISSUES,environmental,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,biodiversity,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,climate change,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,climate goal,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,emission,2,108822,0.0000183786366727316
Technology: Hardware,ENVIRONMENTAL ISSUES,sustainable,1,108822,0.00000918931833636581
Technology: Hardware,ENVIRONMENTAL ISSUES,greenhouse gas,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,water resource,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,marine resource,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,natural resource,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,pollution,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,pollutant,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,pollute,0,108822,0
Technology: Hardware,ENVIRONMENTAL ISSUES,ecosystem,2,108822,0.0000183786366727316
Technology: Hardware,ENVIRONMENTAL ISSUES,carbon,1,108822,0.00000918931833636581
Technology: Hardware,ENVIRONMENTAL ISSUES,waste management,0,108822,0
Technology: Hardware,SOCIAL ISSUES,DEI,0,108822,0
Technology: Hardware,SOCIAL ISSUES,"diversity, equity and inclusion",0,108822,0
Technology: Hardware,SOCIAL ISSUES,diversity,0,108822,0
Technology: Hardware,SOCIAL ISSUES,forced labor,0,108822,0
Technology: Hardware,SOCIAL ISSUES,human right,0,108822,0
Technology: Hardware,SOCIAL ISSUES,right to,14,108822,0.000128650456709121
Technology: Hardware,SOCIAL ISSUES,community impact,0,108822,0
Technology: Hardware,SOCIAL ISSUES,Equal pay,0,108822,0
Technology: Hardware,SOCIAL ISSUES,discrimination,5,108822,0.000045946591681829
Technology: Hardware,SOCIAL ISSUES,harassment,0,108822,0
Technology: Hardware,SOCIAL ISSUES,sexual harassment,0,108822,0
Technology: Hardware,SOCIAL ISSUES,racial harassment,0,108822,0
Technology: Hardware,SOCIAL ISSUES,wage,0,108822,0
Technology: Hardware,SOCIAL ISSUES,labor condition,0,108822,0
Technology: Hardware,SOCIAL ISSUES,child labor,0,108822,0
Technology: Hardware,SOCIAL ISSUES,working condition,0,108822,0
Technology: Hardware,SOCIAL ISSUES,employee relation,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,governance,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,board composition,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,board diversity,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,management divesity,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,company audits,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,executive compensation,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,misleading proxy,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,false proxy,0,108822,0
Technology: Hardware,CORPORATE GOVERNANCE,shareholder right,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,privacy,3,108822,0.0000275679550090974
Technology: Hardware,DATA PRIVACY AND SECURITY,differential privacy,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,cybersecurity,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,data breach,1,108822,0.00000918931833636581
Technology: Hardware,DATA PRIVACY AND SECURITY,security breach,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,biometric information privacy act,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,CCPA,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,Section 230,0,108822,0
Technology: Hardware,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,affordability,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,conflict mineral,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,corruption,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,fraud,10,108822,0.0000918931833636581
Technology: Hardware,ETHICAL BUSINESS PRACTICES,Title XI,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,UDAP,0,108822,0
Technology: Hardware,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,2,108822,0.0000183786366727316
Technology: Hardware,ETHICAL BUSINESS PRACTICES,UDTP,0,108822,0
